0	88	0.9341689822338377
0	89	0.928862494250112
0	77	0.9286483464467774
0	91	0.9274097383798731
0	38	0.9270000423998694
0	74	0.9264032286727576
0	76	0.9255877848575389
0	13	0.9254253554415369
0	75	0.9248676643491193
0	15	0.924797485162682
0	90	0.9247822873039565
0	48	0.924622050159024
0	1	0.9242007179359377
0	16	0.9238894574999296
0	86	0.9237498979133989
0	78	0.9237436210287341
0	39	0.9235458933859163
0	18	0.8822240974471831
0	53	0.8816124824789662
0	92	0.8808295321960329
0	85	0.8798049517271157
0	9	0.8792909972677175
0	84	0.8787868186191592
0	93	0.8786312655757157
0	11	0.8775730026192213
0	30	0.876665824714938
0	7362	0.8759380313652729
0	81	0.8755457048614934
0	10	0.8749813609850704
0	50	0.8734899964730775
0	87	0.8731014983484225
0	82	0.8725567367919131
0	7627	0.872140781805843
0	31	0.8718951866298815
0	1625	0.8710583304341846
0	46	0.8707840625092098
0	49	0.8705727188269955
0	5	0.8695189402351
0	8	0.8694752732277297
0	0	0.8693737973328948
0	7340	0.8691559298784293
0	23	0.8676269346146634
0	4	0.8668886473064589
0	8023	0.8668303731898302
0	32	0.8667820504156664
0	35	0.8666878638287716
0	3188	0.8665842182057286
0	4709	0.8665047227539798
0	33	0.8663036262124789
0	24	0.8662923681222562
0	68	0.8660839399683805
0	5772	0.8655731287362864
0	67	0.8653493528967038
0	61	0.8652267871635333
0	37	0.8650770051218006
0	7177	0.8645614349422419
0	654	0.8643988677487576
0	655	0.8643348254298495
0	21	0.8643169677474085
0	59	0.8642839132821941
0	6770	0.8641766498310309
0	651	0.8641743752373877
0	652	0.8641647033783846
0	7125	0.8640323017883483
0	653	0.8640212230787846
0	29	0.8638813293128133
0	7957	0.8637000765510106
0	70	0.8636104882954235
0	34	0.8635556256152723
0	64	0.8633337026098925
0	7205	0.863227194199998
0	54	0.8631576216896938
0	79	0.8630444329610357
0	6769	0.8629254260335341
0	66	0.8628765062298158
0	7973	0.8627950610146805
0	6772	0.8626697980553836
0	6771	0.8626215610135072
0	6773	0.8624624659424095
0	45	0.8624510262653288
0	8187	0.8624116872227734
0	6176	0.8623189414751352
0	1722	0.8623008063605923
0	6518	0.8622709270546874
0	6	0.8621969573301584
0	8176	0.8620620366684509
0	4759	0.8615301092406116
0	14	0.8614809716990007
0	3654	0.8608361900116689
0	4758	0.8608222603653883
0	41	0.8606425692622041
0	8180	0.8606304719112413
0	94	0.8605359138904556
0	7644	0.8604535964440109
0	6553	0.8604488327294583
0	80	0.860309268756417
0	6696	0.860281503333907
0	7178	0.8602297930482014
0	51	0.8600992445872482
0	1640	0.8599929391860509
1	100	0.933752834425196
1	106	0.9333380222975489
1	110	0.9333298951982162
1	105	0.9333250146988242
1	101	0.933257584300113
1	103	0.9332348082124748
1	109	0.933209152711242
1	104	0.9331520844465021
1	98	0.9331447549659472
1	108	0.9331205909539909
1	107	0.9331014672676475
1	111	0.9330836342390096
1	102	0.9330831769238452
1	99	0.9326263439001138
1	403	0.913011939838033
1	394	0.9099741295684372
1	392	0.9091105208412096
1	391	0.9084927203766361
1	398	0.9074953530889246
1	1224	0.9072952302007468
1	1214	0.9071165255564686
1	401	0.9071141599397119
1	1222	0.907102703932697
1	1223	0.9070425744675169
1	1212	0.9070392293437555
1	1221	0.9069872116381706
1	1211	0.9069467067475592
1	1213	0.9069168007413264
1	1225	0.9068614480253671
1	1226	0.9068544495254665
1	1220	0.9067689472681834
1	1210	0.9067681087887673
1	1216	0.9067185749032609
1	1215	0.9066670031123689
1	1218	0.9066537284370014
1	1217	0.9065224530753936
1	1219	0.9064792959961407
1	390	0.9061497602012456
1	115	0.905481009038997
1	395	0.904152949630183
1	396	0.9032977521942784
1	113	0.9025834426480642
1	1209	0.901180757934179
1	408	0.9009495390961058
